region,province,municipality,gadm_province,gadm_municipality
REGION VI,ILOILO,OTON,Iloilo,Oton
REGION VI,ILOILO,PAVIA,Iloilo,Pavia
REGION VI,ILOILO,POTOTAN,Iloilo,Pototan
REGION VI,ILOILO,SAN DIONISIO,Iloilo,San Dionisio
REGION VI,ILOILO,SAN ENRIQUE,Iloilo,San Enrique
REGION VI,ILOILO,SAN JOAQUIN,Iloilo,San Joaquin
REGION VI,ILOILO,SAN MIGUEL,Iloilo,San Miguel
REGION VI,ILOILO,SAN RAFAEL,Iloilo,San Rafael
REGION VI,ILOILO,SANTA BARBARA,Iloilo,Santa Barbara
REGION VI,ILOILO,SARA,Iloilo,Sara
REGION VI,ILOILO,TIGBAUAN,Iloilo,Tigbauan
REGION VI,ILOILO,TUBUNGAN,Iloilo,Tubungan
REGION VI,ILOILO,ZARRAGA,Iloilo,Zarraga
REGION VII,BOHOL,ALBURQUERQUE,Bohol,Albuquerque
REGION VII,BOHOL,ALICIA,Bohol,Alicia
REGION VII,BOHOL,ANDA,Bohol,Anda
REGION VII,BOHOL,ANTEQUERA,Bohol,Antequera
REGION VII,BOHOL,BACLAYON,Bohol,Baclayon
REGION VII,BOHOL,BALILIHAN,Bohol,Balilihan
REGION VII,BOHOL,BATUAN,Bohol,Batuan
REGION VII,BOHOL,BIEN UNIDO,Bohol,Bien Unido
REGION VII,BOHOL,BILAR,Bohol,Bilar
REGION VII,BOHOL,BUENAVISTA,Bohol,Buenavista
REGION VII,BOHOL,CALAPE,Bohol,Calape
REGION VII,BOHOL,CANDIJAY,Bohol,Candijay
REGION VII,BOHOL,CARMEN,Bohol,Carmen
REGION VII,BOHOL,CATIGBIAN,Bohol,Catigbian
REGION VII,BOHOL,CLARIN,Bohol,Clarin
REGION VII,BOHOL,CORELLA,Bohol,Corella
REGION VII,BOHOL,CORTES,Bohol,Cortes
REGION VII,BOHOL,DAGOHOY,Bohol,Dagohoy
REGION VII,BOHOL,DANAO,Bohol,Danao
REGION VII,BOHOL,DAUIS,Bohol,Dauis
REGION VII,BOHOL,DIMIAO,Bohol,Dimiao
REGION VII,BOHOL,DUERO,Bohol,Duero
REGION VII,BOHOL,GARCIA HERNANDEZ,Bohol,Garcia Hernandez
REGION VII,BOHOL,GUINDULMAN,Bohol,Guindulman
REGION VII,BOHOL,INABANGA,Bohol,Inabanga
REGION VII,BOHOL,JAGNA,Bohol,Jagna
REGION VII,BOHOL,JETAFE,Bohol,Jetafe
REGION VII,BOHOL,LILA,Bohol,Lila
REGION VII,BOHOL,LOAY,Bohol,Loay
REGION VII,BOHOL,LOBOC,Bohol,Loboc
REGION VII,BOHOL,LOON,Bohol,Loon
REGION VII,BOHOL,MABINI,Bohol,Mabini
REGION VII,BOHOL,MARIBOJOC,Bohol,Maribojoc
REGION VII,BOHOL,PANGLAO,Bohol,Panglao
REGION VII,BOHOL,PILAR,Bohol,Pilar
REGION VII,BOHOL,PRES. CARLOS P. GARCIA (PITOGO),Bohol,Pres. Carlos P. Garcia
REGION VII,BOHOL,SAGBAYAN (BORJA),Bohol,Sagbayan
REGION VII,BOHOL,SAN ISIDRO,Bohol,San Isidro
REGION VII,BOHOL,SAN MIGUEL,Bohol,San Miguel
REGION VII,BOHOL,SEVILLA,Bohol,Sevilla
REGION VII,BOHOL,SIERRA BULLONES,Bohol,Sierra Bullones
REGION VII,BOHOL,SIKATUNA,Bohol,Sikatuna
REGION VII,BOHOL,TAGBILARAN CITY,Bohol,Tagbilaran City
REGION VII,BOHOL,TALIBON,Bohol,Talibon
REGION VII,BOHOL,TRINIDAD,Bohol,Trinidad
REGION VII,BOHOL,TUBIGON,Bohol,Tubigon
REGION VII,BOHOL,UBAY,Bohol,Ubay
REGION VII,BOHOL,VALENCIA,Bohol,Valencia
REGION VII,CEBU,ALCANTARA,Cebu,Alcantara
REGION VII,CEBU,ALCOY,Cebu,Alcoy
REGION VII,CEBU,ALEGRIA,Cebu,Alegria
REGION VII,CEBU,ALOGUINSAN,Cebu,Aloguinsan
REGION VII,CEBU,ARGAO,Cebu,Argao
REGION VII,CEBU,ASTURIAS,Cebu,Asturias
REGION VII,CEBU,BADIAN,Cebu,Badian
REGION VII,CEBU,BALAMBAN,Cebu,Balamban
REGION VII,CEBU,BANTAYAN,Cebu,Bantayan
REGION VII,CEBU,BARILI,Cebu,Barili
REGION VII,CEBU,BOGO CITY,Cebu,Bogo City
REGION VII,CEBU,BOLJOON,Cebu,Boljoon
REGION VII,CEBU,BORBON,Cebu,Borbon
REGION VII,CEBU,CARCAR CITY,Cebu,Carcar
REGION VII,CEBU,CARMEN,Cebu,Carmen
REGION VII,CEBU,CATMON,Cebu,Catmon
REGION VII,CEBU,CEBU CITY,Cebu,Cebu City
REGION VII,CEBU,COMPOSTELA,Cebu,Compostela
REGION VII,CEBU,CONSOLACION,Cebu,Consolacion
REGION VII,CEBU,CORDOBA,Cebu,Cordoba
REGION VII,CEBU,DAANBANTAYAN,Cebu,Daanbantayan
REGION VII,CEBU,DALAGUETE,Cebu,Dalaguete
REGION VII,CEBU,DANAO CITY,Cebu,Danao City
REGION VII,CEBU,DUMANJUG,Cebu,Dumanjug
REGION VII,CEBU,GINATILAN,Cebu,Ginatilan
REGION VII,CEBU,LAPU-LAPU CITY (OPON),Cebu,Lapu-Lapu City
REGION VII,CEBU,LILOAN,Cebu,Liloan
REGION VII,CEBU,MADRIDEJOS,Cebu,Madridejos
REGION VII,CEBU,MALABUYOC,Cebu,Malabuyoc
REGION VII,CEBU,MANDAUE CITY,Cebu,Mandaue City
REGION VII,CEBU,MEDELLIN,Cebu,Medellin
REGION VII,CEBU,MINGLANILLA,Cebu,Minglanilla
REGION VII,CEBU,MOALBOAL,Cebu,Moalboal
REGION VII,CEBU,NAGA CITY,Cebu,Naga City
REGION VII,CEBU,OSLOB,Cebu,Oslob
REGION VII,CEBU,PILAR,Cebu,Pilar
REGION VII,CEBU,PINAMUNGAHAN,Cebu,Pinamungahan
REGION VII,CEBU,PORO,Cebu,Poro
REGION VII,CEBU,RONDA,Cebu,Ronda
REGION VII,CEBU,SAMBOAN,Cebu,Samboan
REGION VII,CEBU,SAN FERNANDO,Cebu,San Fernando
REGION VII,CEBU,SAN FRANCISCO,Cebu,San Francisco
REGION VII,CEBU,SAN REMIGIO,Cebu,San Remigio
REGION VII,CEBU,SANTA FE,Cebu,Santa Fe
REGION VII,CEBU,SANTANDER,Cebu,Santander
REGION VII,CEBU,SIBONGA,Cebu,Sibonga
REGION VII,CEBU,SOGOD,Cebu,Sogod
REGION VII,CEBU,TABOGON,Cebu,Tabogon
REGION VII,CEBU,TABUELAN,Cebu,Tabuelan
REGION VII,CEBU,TALISAY CITY,Cebu,Talisay City
REGION VII,CEBU,TOLEDO CITY,Cebu,Toledo City
REGION VII,CEBU,TUBURAN,Cebu,Tuburan
REGION VII,CEBU,TUDELA,Cebu,Tudela
REGION VII,SIQUIJOR,ENRIQUE VILLANUEVA,Siquijor,Enrique Villanueva
REGION VII,SIQUIJOR,LARENA,Siquijor,Larena
REGION VII,SIQUIJOR,LAZI,Siquijor,Lazi
REGION VII,SIQUIJOR,MARIA,Siquijor,Maria
REGION VII,SIQUIJOR,SAN JUAN,Siquijor,San Juan
REGION VII,SIQUIJOR,SIQUIJOR,Siquijor,Siquijor
REGION VIII,BILIRAN,ALMERIA,Biliran,Almeria
REGION VIII,BILIRAN,BILIRAN,Biliran,Biliran
REGION VIII,BILIRAN,CABUCGAYAN,Biliran,Cabucgayan
REGION VIII,BILIRAN,CAIBIRAN,Biliran,Caibiran
REGION VIII,BILIRAN,CULABA,Biliran,Culaba
REGION VIII,BILIRAN,KAWAYAN,Biliran,Kawayan
REGION VIII,BILIRAN,MARIPIPI,Biliran,Maripipi
REGION VIII,BILIRAN,NAVAL,Biliran,Naval
REGION VIII,EASTERN SAMAR,ARTECHE,Eastern Samar,Arteche
REGION VIII,EASTERN SAMAR,BALANGIGA,Eastern Samar,Balangiga
REGION VIII,EASTERN SAMAR,BALANGKAYAN,Eastern Samar,Balangkayan
REGION VIII,EASTERN SAMAR,BORONGAN CITY,Eastern Samar,Borongan City
REGION VIII,EASTERN SAMAR,CAN-AVID,Eastern Samar,Can-Avid
REGION VIII,EASTERN SAMAR,DOLORES,Eastern Samar,Dolores
REGION VIII,EASTERN SAMAR,GENERAL MACARTHUR,Eastern Samar,General Macarthur
REGION VIII,EASTERN SAMAR,GIPORLOS,Eastern Samar,Giporlos
REGION VIII,EASTERN SAMAR,GUIUAN,Eastern Samar,Guiuan
REGION VIII,EASTERN SAMAR,HERNANI,Eastern Samar,Hernani
REGION VIII,EASTERN SAMAR,JIPAPAD,Eastern Samar,Jipapad
REGION VIII,EASTERN SAMAR,LAWAAN,Eastern Samar,Lawaan
REGION VIII,EASTERN SAMAR,LLORENTE,Eastern Samar,Llorente
REGION VIII,EASTERN SAMAR,MASLOG,Eastern Samar,Maslog
REGION VIII,EASTERN SAMAR,MAYDOLONG,Eastern Samar,Maydolong
REGION VIII,EASTERN SAMAR,MERCEDES,Eastern Samar,Mercedes
REGION VIII,EASTERN SAMAR,ORAS,Eastern Samar,Oras
REGION VIII,EASTERN SAMAR,QUINAPONDAN,Eastern Samar,Quinapondan
REGION VIII,EASTERN SAMAR,SALCEDO,Eastern Samar,Salcedo
REGION VIII,EASTERN SAMAR,SAN JULIAN,Eastern Samar,San Julian
REGION VIII,EASTERN SAMAR,SAN POLICARPO,Eastern Samar,San Policarpo
REGION VIII,EASTERN SAMAR,SULAT,Eastern Samar,Sulat
REGION VIII,EASTERN SAMAR,TAFT,Eastern Samar,Taft
REGION VIII,LEYTE,ABUYOG,Leyte,Abuyog
REGION VIII,LEYTE,ALANGALANG,Leyte,Alangalang
REGION VIII,LEYTE,ALBUERA,Leyte,Albuera
REGION VIII,LEYTE,BABATNGON,Leyte,Babatngon
REGION VIII,LEYTE,BARUGO,Leyte,Barugo
REGION VIII,LEYTE,BATO,Leyte,Bato
REGION VIII,LEYTE,BAYBAY CITY,Leyte,Baybay City
REGION VIII,LEYTE,BURAUEN,Leyte,Burauen
REGION VIII,LEYTE,CALUBIAN,Leyte,Calubian
REGION VIII,LEYTE,CAPOOCAN,Leyte,Capoocan
REGION VIII,LEYTE,CARIGARA,Leyte,Carigara
REGION VIII,LEYTE,DAGAMI,Leyte,Dagami
REGION VIII,LEYTE,DULAG,Leyte,Dulag
REGION VIII,LEYTE,HILONGOS,Leyte,Hilongos
REGION VIII,LEYTE,HINDANG,Leyte,Hindang
REGION VIII,LEYTE,INOPACAN,Leyte,Inopacan
REGION VIII,LEYTE,ISABEL,Leyte,Isabel
REGION VIII,LEYTE,JARO,Leyte,Jaro
REGION VIII,LEYTE,JAVIER (BUGHO),Leyte,Javier
REGION VIII,LEYTE,JULITA,Leyte,Julita
REGION VIII,LEYTE,KANANGA,Leyte,Kananga
REGION VIII,LEYTE,LA PAZ,Leyte,La Paz
REGION VIII,LEYTE,LEYTE,Leyte,Leyte
REGION VIII,LEYTE,MACARTHUR,Leyte,Macarthur
REGION VIII,LEYTE,MAHAPLAG,Leyte,Mahaplag
REGION VIII,LEYTE,MATAG-OB,Leyte,Matag-Ob
REGION VIII,LEYTE,MATALOM,Leyte,Matalom
REGION VIII,LEYTE,MAYORGA,Leyte,Mayorga
REGION VIII,LEYTE,MERIDA,Leyte,Merida
REGION VIII,LEYTE,ORMOC CITY,Leyte,Ormoc City
REGION VIII,LEYTE,PALO,Leyte,Palo
REGION VIII,LEYTE,PALOMPON,Leyte,Palompon
REGION VIII,LEYTE,PASTRANA,Leyte,Pastrana
REGION VIII,LEYTE,SAN ISIDRO,Leyte,San Isidro
REGION VIII,LEYTE,SAN MIGUEL,Leyte,San Miguel
REGION VIII,LEYTE,SANTA FE,Leyte,Santa Fe
REGION VIII,LEYTE,TABANGO,Leyte,Tabango
REGION VIII,LEYTE,TABONTABON,Leyte,Tabontabon
REGION VIII,LEYTE,TACLOBAN CITY,Leyte,Tacloban City
REGION VIII,LEYTE,TANAUAN,Leyte,Tanauan
REGION VIII,LEYTE,TOLOSA,Leyte,Tolosa
REGION VIII,LEYTE,TUNGA,Leyte,Tunga
REGION VIII,LEYTE,VILLABA,Leyte,Villaba
REGION VIII,NORTHERN SAMAR,ALLEN,Northern Samar,Allen
REGION VIII,NORTHERN SAMAR,BIRI,Northern Samar,Biri
REGION VIII,NORTHERN SAMAR,BOBON,Northern Samar,Bobon
REGION VIII,NORTHERN SAMAR,CAPUL,Northern Samar,Capul
REGION VIII,NORTHERN SAMAR,CATARMAN,Northern Samar,Catarman
REGION VIII,NORTHERN SAMAR,CATUBIG,Northern Samar,Catubig
REGION VIII,NORTHERN SAMAR,GAMAY,Northern Samar,Gamay
REGION VIII,NORTHERN SAMAR,LAOANG,Northern Samar,Laoang
REGION VIII,NORTHERN SAMAR,LAPINIG,Northern Samar,Lapinig
REGION VIII,NORTHERN SAMAR,LAS NAVAS,Northern Samar,Las Navas
REGION VIII,NORTHERN SAMAR,LAVEZARES,Northern Samar,Lavezares
REGION VIII,NORTHERN SAMAR,LOPE DE VEGA,Northern Samar,Lope de Vega
REGION VIII,NORTHERN SAMAR,MAPANAS,Northern Samar,Mapanas
REGION VIII,NORTHERN SAMAR,MONDRAGON,Northern Samar,Mondragon
REGION VIII,NORTHERN SAMAR,PALAPAG,Northern Samar,Palapag
REGION VIII,NORTHERN SAMAR,PAMBUJAN,Northern Samar,Pambujan
REGION VIII,NORTHERN SAMAR,ROSARIO,Northern Samar,Rosario
REGION VIII,NORTHERN SAMAR,SAN ANTONIO,Northern Samar,San Antonio
REGION VIII,NORTHERN SAMAR,SAN ISIDRO,Northern Samar,San Isidro
REGION VIII,NORTHERN SAMAR,SAN JOSE,Northern Samar,San Jose
REGION VIII,NORTHERN SAMAR,SAN ROQUE,Northern Samar,San Roque
REGION VIII,NORTHERN SAMAR,SAN VICENTE,Northern Samar,San Vicente
REGION VIII,NORTHERN SAMAR,SILVINO LOBOS,Northern Samar,Silvino Lobos
REGION VIII,NORTHERN SAMAR,VICTORIA,Northern Samar,Victoria
REGION VIII,SAMAR (WESTERN SAMAR),ALMAGRO,Samar,Almagro
REGION VIII,SAMAR (WESTERN SAMAR),BASEY,Samar,Basey
REGION VIII,SAMAR (WESTERN SAMAR),CALBAYOG CITY,Samar,Calbayog City
REGION VIII,SAMAR (WESTERN SAMAR),CALBIGA,Samar,Calbiga
REGION VIII,SAMAR (WESTERN SAMAR),CATBALOGAN CITY,Samar,Catbalogan City
REGION VIII,SAMAR (WESTERN SAMAR),DARAM,Samar,Daram
REGION VIII,SAMAR (WESTERN SAMAR),GANDARA,Samar,Gandara
REGION VIII,SAMAR (WESTERN SAMAR),HINABANGAN,Samar,Hinabangan
REGION VIII,SAMAR (WESTERN SAMAR),JIABONG,Samar,Jiabong
REGION VIII,SAMAR (WESTERN SAMAR),MARABUT,Samar,Marabut
REGION VIII,SAMAR (WESTERN SAMAR),MATUGUINAO,Samar,Matuguinao
REGION VIII,SAMAR (WESTERN SAMAR),MOTIONG,Samar,Motiong
REGION VIII,SAMAR (WESTERN SAMAR),PAGSANGHAN,Samar,Pagsanghan
REGION VIII,SAMAR (WESTERN SAMAR),PARANAS (WRIGHT),Samar,Paranas
REGION VIII,SAMAR (WESTERN SAMAR),PINABACDAO,Samar,Pinabacdao
REGION VIII,SAMAR (WESTERN SAMAR),SAN JORGE,Samar,San Jorge
REGION VIII,SAMAR (WESTERN SAMAR),SAN JOSE DE BUAN,Samar,San Jose de Buan
REGION VIII,SAMAR (WESTERN SAMAR),SAN SEBASTIAN,Samar,San Sebastian
REGION VIII,SAMAR (WESTERN SAMAR),SANTA MARGARITA,Samar,Santa Margarita
REGION VIII,SAMAR (WESTERN SAMAR),SANTA RITA,Samar,Santa Rita
REGION VIII,SAMAR (WESTERN SAMAR),SANTO NIÑO,Samar,Santo Nino
REGION VIII,SAMAR (WESTERN SAMAR),TAGAPUL-AN,Samar,Tagapul-An
REGION VIII,SAMAR (WESTERN SAMAR),TALALORA,Samar,Talalora
REGION VIII,SAMAR (WESTERN SAMAR),TARANGNAN,Samar,Tarangnan
REGION VIII,SAMAR (WESTERN SAMAR),VILLAREAL,Samar,Villareal
REGION VIII,SAMAR (WESTERN SAMAR),ZUMARRAGA,Samar,Zumarraga
REGION VIII,SOUTHERN LEYTE,ANAHAWAN,Southern Leyte,Anahawan
REGION VIII,SOUTHERN LEYTE,BONTOC,Southern Leyte,Bontoc
REGION VIII,SOUTHERN LEYTE,HINUNANGAN,Southern Leyte,Hinunangan
REGION VIII,SOUTHERN LEYTE,HINUNDAYAN,Southern Leyte,Hinundayan
REGION VIII,SOUTHERN LEYTE,LIBAGON,Southern Leyte,Libagon
REGION VIII,SOUTHERN LEYTE,LILOAN,Southern Leyte,Liloan
REGION VIII,SOUTHERN LEYTE,LIMASAWA,Southern Leyte,Limasawa
REGION VIII,SOUTHERN LEYTE,MAASIN CITY,Southern Leyte,Maasin City
REGION VIII,SOUTHERN LEYTE,MACROHON,Southern Leyte,Macrohon
REGION VIII,SOUTHERN LEYTE,MALITBOG,Southern Leyte,Malitbog
REGION VIII,SOUTHERN LEYTE,PADRE BURGOS,Southern Leyte,Padre Burgos
REGION VIII,SOUTHERN LEYTE,PINTUYAN,Southern Leyte,Pintuyan
REGION VIII,SOUTHERN LEYTE,SAINT BERNARD,Southern Leyte,Saint Bernard
REGION VIII,SOUTHERN LEYTE,SAN FRANCISCO,Southern Leyte,San Francisco
REGION VIII,SOUTHERN LEYTE,SAN JUAN (CABALIAN),Southern Leyte,San Juan
REGION VIII,SOUTHERN LEYTE,SAN RICARDO,Southern Leyte,San Ricardo
REGION VIII,SOUTHERN LEYTE,SILAGO,Southern Leyte,Silago
REGION VIII,SOUTHERN LEYTE,SOGOD,Southern Leyte,Sogod
REGION VIII,SOUTHERN LEYTE,TOMAS OPPUS,Southern Leyte,Tomas Oppus
REGION X,BUKIDNON,BAUNGON,Bukidnon,Baungon
REGION X,BUKIDNON,CABANGLASAN,Bukidnon,Cabanglasan
REGION X,BUKIDNON,CITY OF MALAYBALAY,Bukidnon,Malaybalay City
REGION X,BUKIDNON,DAMULOG,Bukidnon,Damulog
REGION X,BUKIDNON,DANGCAGAN,Bukidnon,Dangcagan
REGION X,BUKIDNON,DON CARLOS,Bukidnon,Don Carlos
REGION X,BUKIDNON,IMPASUG-ONG,Bukidnon,Impasug-Ong
REGION X,BUKIDNON,KADINGILAN,Bukidnon,Kadingilan
REGION X,BUKIDNON,KALILANGAN,Bukidnon,Kalilangan
REGION X,BUKIDNON,KIBAWE,Bukidnon,Kibawe
REGION X,BUKIDNON,KITAOTAO,Bukidnon,Kitaotao
REGION X,BUKIDNON,LANTAPAN,Bukidnon,Lantapan
REGION X,BUKIDNON,LIBONA,Bukidnon,Libona
REGION X,BUKIDNON,MALITBOG,Bukidnon,Malitbog
REGION X,BUKIDNON,MANOLO FORTICH,Bukidnon,Manolo Fortich
REGION X,BUKIDNON,MARAMAG,Bukidnon,Maramag
REGION X,BUKIDNON,PANGANTUCAN,Bukidnon,Pangantucan
REGION X,BUKIDNON,QUEZON,Bukidnon,Quezon
REGION X,BUKIDNON,SAN FERNANDO,Bukidnon,San Fernando
REGION X,BUKIDNON,SUMILAO,Bukidnon,Sumilao
REGION X,BUKIDNON,TALAKAG,Bukidnon,Talakag
REGION X,BUKIDNON,VALENCIA  CITY,Bukidnon,Valencia City
REGION X,CAMIGUIN,CATARMAN,Camiguin,Catarman
REGION X,CAMIGUIN,GUINSILIBAN,Camiguin,Guinsiliban
REGION X,CAMIGUIN,MAHINOG,Camiguin,Mahinog
REGION X,CAMIGUIN,MAMBAJAO,Camiguin,Mambajao
REGION X,CAMIGUIN,SAGAY,Camiguin,Sagay
REGION X,LANAO DEL NORTE,BACOLOD,Lanao del Norte,Bacolod
REGION X,LANAO DEL NORTE,BALOI,Lanao del Norte,Baloi
REGION X,LANAO DEL NORTE,BAROY,Lanao del Norte,Baroy
REGION X,LANAO DEL NORTE,ILIGAN CITY,Lanao del Norte,Iligan City
REGION X,LANAO DEL NORTE,KAPATAGAN,Lanao del Norte,Kapatagan
REGION X,LANAO DEL NORTE,KAUSWAGAN,Lanao del Norte,Kauswagan
REGION X,LANAO DEL NORTE,KOLAMBUGAN,Lanao del Norte,Kolambugan
REGION X,LANAO DEL NORTE,LALA,Lanao del Norte,Lala
REGION X,LANAO DEL NORTE,LINAMON,Lanao del Norte,Linamon
REGION X,LANAO DEL NORTE,MAGSAYSAY,Lanao del Norte,Magsaysay
REGION X,LANAO DEL NORTE,MAIGO,Lanao del Norte,Maigo
REGION X,LANAO DEL NORTE,MATUNGAO,Lanao del Norte,Matungao
REGION X,LANAO DEL NORTE,MUNAI,Lanao del Norte,Munai
REGION X,LANAO DEL NORTE,NUNUNGAN,Lanao del Norte,Nunungan
REGION X,LANAO DEL NORTE,PANTAO RAGAT,Lanao del Norte,Pantao Ragat
REGION X,LANAO DEL NORTE,PANTAR,Lanao del Norte,Pantar
REGION X,LANAO DEL NORTE,POONA PIAGAPO,Lanao del Norte,Poona Piagapo
REGION X,LANAO DEL NORTE,SALVADOR,Lanao del Norte,Salvador
REGION X,LANAO DEL NORTE,SAPAD,Lanao del Norte,Sapad
REGION X,LANAO DEL NORTE,SULTAN NAGA DIMAPORO  (KAROMATAN),Lanao del Norte,Sultan Naga Dimaporo
REGION X,LANAO DEL NORTE,TAGOLOAN,Lanao del Norte,Tagoloan
REGION X,LANAO DEL NORTE,TANGCAL,Lanao del Norte,Tangcal
REGION X,LANAO DEL NORTE,TUBOD,Lanao del Norte,Tubod
REGION X,MISAMIS OCCIDENTAL,ALORAN,Misamis Occidental,Aloran
REGION X,MISAMIS OCCIDENTAL,BALIANGAO,Misamis Occidental,Baliangao
REGION X,MISAMIS OCCIDENTAL,BONIFACIO,Misamis Occidental,Bonifacio
REGION X,MISAMIS OCCIDENTAL,CALAMBA,Misamis Occidental,Calamba
REGION X,MISAMIS OCCIDENTAL,CLARIN,Misamis Occidental,Clarin
REGION X,MISAMIS OCCIDENTAL,CONCEPCION,Misamis Occidental,Concepcion
REGION X,MISAMIS OCCIDENTAL,DON VICTORIANO CHIONGBIAN  (DON MARIANO MARCOS),Misamis Occidental,Don Victoriano Chiongbian
REGION X,MISAMIS OCCIDENTAL,JIMENEZ,Misamis Occidental,Jimenez
REGION X,MISAMIS OCCIDENTAL,LOPEZ JAENA,Misamis Occidental,Lopez Jaena
REGION X,MISAMIS OCCIDENTAL,OROQUIETA CITY,Misamis Occidental,Oroquieta City
REGION X,MISAMIS OCCIDENTAL,OZAMIS CITY,Misamis Occidental,Ozamis City
REGION X,MISAMIS OCCIDENTAL,PANAON,Misamis Occidental,Panaon
REGION X,MISAMIS OCCIDENTAL,PLARIDEL,Misamis Occidental,Plaridel
REGION X,MISAMIS OCCIDENTAL,SAPANG DALAGA,Misamis Occidental,Sapang Dalaga
REGION X,MISAMIS OCCIDENTAL,SINACABAN,Misamis Occidental,Sinacaban
REGION X,MISAMIS OCCIDENTAL,TANGUB CITY,Misamis Occidental,Tangub City
REGION X,MISAMIS OCCIDENTAL,TUDELA,Misamis Occidental,Tudela
REGION X,MISAMIS ORIENTAL,ALUBIJID,Misamis Oriental,Alubijid
REGION X,MISAMIS ORIENTAL,BALINGASAG,Misamis Oriental,Balingasag
REGION X,MISAMIS ORIENTAL,BALINGOAN,Misamis Oriental,Balingoan
REGION X,MISAMIS ORIENTAL,BINUANGAN,Misamis Oriental,Binuangan
REGION X,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY,Misamis Oriental,Cagayan de Oro City
REGION X,MISAMIS ORIENTAL,CLAVERIA,Misamis Oriental,Claveria
REGION X,MISAMIS ORIENTAL,EL SALVADOR CITY,Misamis Oriental,El Salvador City
REGION X,MISAMIS ORIENTAL,GINGOOG CITY,Misamis Oriental,Gingoog City
REGION X,MISAMIS ORIENTAL,GITAGUM,Misamis Oriental,Gitagum
REGION X,MISAMIS ORIENTAL,INITAO,Misamis Oriental,Initao
REGION X,MISAMIS ORIENTAL,JASAAN,Misamis Oriental,Jasaan
REGION X,MISAMIS ORIENTAL,KINOGUITAN,Misamis Oriental,Kinoguitan
REGION X,MISAMIS ORIENTAL,LAGONGLONG,Misamis Oriental,Lagonglong
REGION X,MISAMIS ORIENTAL,LAGUINDINGAN,Misamis Oriental,Laguindingan
REGION X,MISAMIS ORIENTAL,LIBERTAD,Misamis Oriental,Libertad
REGION X,MISAMIS ORIENTAL,LUGAIT,Misamis Oriental,Lugait
REGION X,MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),Misamis Oriental,Magsaysay
REGION X,MISAMIS ORIENTAL,MANTICAO,Misamis Oriental,Manticao
REGION X,MISAMIS ORIENTAL,MEDINA,Misamis Oriental,Medina
REGION X,MISAMIS ORIENTAL,NAAWAN,Misamis Oriental,Naawan
REGION X,MISAMIS ORIENTAL,OPOL,Misamis Oriental,Opol
REGION X,MISAMIS ORIENTAL,SALAY,Misamis Oriental,Salay
REGION X,MISAMIS ORIENTAL,SUGBONGCOGON,Misamis Oriental,Sugbongcogon
REGION X,MISAMIS ORIENTAL,TAGOLOAN,Misamis Oriental,Tagoloan
REGION X,MISAMIS ORIENTAL,TALISAYAN,Misamis Oriental,Talisayan
REGION X,MISAMIS ORIENTAL,VILLANUEVA,Misamis Oriental,Villanueva
REGION XI,COMPOSTELA VALLEY,COMPOSTELA,Compostela Valley,Compostela
REGION XI,COMPOSTELA VALLEY,LAAK (SAN VICENTE),Compostela Valley,Laak
REGION XI,COMPOSTELA VALLEY,MABINI (DOÑA ALICIA),Compostela Valley,Mabini
REGION XI,COMPOSTELA VALLEY,MACO,Compostela Valley,Maco
REGION XI,COMPOSTELA VALLEY,MARAGUSAN (SAN MARIANO),Compostela Valley,Maragusan
REGION XI,COMPOSTELA VALLEY,MAWAB,Compostela Valley,Mawab
REGION XI,COMPOSTELA VALLEY,MONKAYO,Compostela Valley,Monkayo
REGION XI,COMPOSTELA VALLEY,MONTEVISTA,Compostela Valley,Montevista
REGION XI,COMPOSTELA VALLEY,NABUNTURAN,Compostela Valley,Nabunturan
REGION XI,COMPOSTELA VALLEY,NEW BATAAN,Compostela Valley,New Bataan
REGION XI,COMPOSTELA VALLEY,PANTUKAN,Compostela Valley,Pantukan
REGION XI,DAVAO (DAVAO DEL NORTE),ASUNCION (SAUG),Davao del Norte,Asuncion
REGION XI,DAVAO (DAVAO DEL NORTE),BRAULIO E. DUJALI,Davao del Norte,Braulio E. Dujali
REGION XI,DAVAO (DAVAO DEL NORTE),CARMEN,Davao del Norte,Carmen
REGION XI,DAVAO (DAVAO DEL NORTE),CITY OF TAGUM,Davao del Norte,Tagum City
REGION XI,DAVAO (DAVAO DEL NORTE),ISLAND GARDEN CITY OF SAMAL,Davao del Norte,Samal City
REGION XI,DAVAO (DAVAO DEL NORTE),KAPALONG,Davao del Norte,Kapalong
REGION XI,DAVAO (DAVAO DEL NORTE),NEW CORELLA,Davao del Norte,New Corella
REGION XI,DAVAO (DAVAO DEL NORTE),PANABO  CITY,Davao del Norte,Panabo City
REGION XI,DAVAO (DAVAO DEL NORTE),SAN ISIDRO,Davao del Norte,San Isidro
REGION XI,DAVAO (DAVAO DEL NORTE),SANTO TOMAS,Davao del Norte,Santo Tomas
REGION XI,DAVAO (DAVAO DEL NORTE),TALAINGOD,Davao del Norte,Talaingod
REGION XI,DAVAO DEL SUR,BANSALAN,Davao del Sur,Bansalan
REGION XI,DAVAO DEL SUR,DAVAO CITY,Davao del Sur,Davao City
REGION XI,DAVAO DEL SUR,DIGOS CITY,Davao del Sur,Digos City
